pos	ac	het	n
39254	195	5	200
39258	5	5	200
39269	195	5	200
39384	2	2	200
39402	2	2	200
40040	8	8	200
40115	20	14	200
40154	1	1	200
40298	183	11	200
40322	16	10	200
40381	200	0	200
40561	200	0	200
40573	200	0	200
40591	2	2	200
40697	5	5	200
40700	17	11	200
40872	3	3	200
41209	2	2	200
41277	200	0	200
41285	1	1	200
41798	192	8	200
41922	2	2	200
41943	10	8	200
41980	10	8	200
42114	10	8	200
42176	8	8	200
42277	10	8	200
42282	132	48	200
42288	10	8	200
42356	46	34	200
42381	190	8	200
42421	189	7	200
42679	9	9	200
42780	13	13	200
42806	1	1	200
42850	200	0	200
42903	178	20	200
43011	1	1	200
43191	20	20	200
43268	8	8	200
43465	200	0	200
43466	200	0	200
43472	200	0	200
43543	3	3	200
43569	200	0	200
43584	200	0	200
90	2	2	196
144	46	46	152
245	3	3	192
322	3	3	190
568	102	98	200
575	2	2	184
577	98	98	200
680	10	10	174
696	2	2	196
748	1	1	184
850	100	98	200
981	5	5	176
982	10	8	170
1309	2	2	180
1350	1	1	198
1376	4	4	178
1457	4	4	188
1518	89	85	180
1567	9	9	162
1586	3	3	184
1730	2	2	180
1748	93	87	186
1812	2	2	182
1843	100	100	200
1859	54	54	146
1870	102	98	200
1992	4	4	182
2094	1	1	192
2095	17	17	142
2126	101	97	200
2129	6	6	160
142	113	43	200
172	197	3	200
209	200	0	200
261	200	0	200
371	200	0	200
387	200	0	200
399	71	37	200
500	2	2	200
751	15	15	200
954	25	19	200
1053	1	1	200
1097	200	0	200
1167	1	1	200
1285	7	7	200
1318	200	0	200
1401	11	9	200
1404	200	0	200
1513	35	23	200
1573	5	5	200
1891	14	12	200
1951	11	9	200
2089	82	44	200
2247	82	44	200
2428	7	7	200
2448	83	45	200
2565	72	36	200
2636	2	2	200
2671	11	9	200
2756	4	4	200
2769	116	44	200
2882	2	2	200
2939	23	17	200
2956	48	40	200
2958	17	15	200
3135	1	1	200
3139	7	7	200
3206	1	1	200
3256	1	1	200
3342	117	45	200
3406	200	0	200
3524	2	2	200
3740	2	2	200
3851	10	10	200
3853	193	7	200
3876	193	7	200
3886	7	7	200
3900	7	7	200
3967	15	15	200
4003	15	15	200
4270	120	42	200
4424	1	1	200
4513	200	0	200
4724	11	9	200
5024	7	7	200
5357	7	7	200
5485	72	38	200
5761	5	5	200
5805	72	38	200
5824	1	1	200
5922	8	8	200
6112	2	2	200
6171	2	2	200
6211	199	1	200
6225	1	1	200
6233	1	1	200
6272	199	1	200
6286	2	0	200
6316	1	1	200
6329	1	1	200
6418	1	1	200
6435	200	0	200
6453	200	0	200
6545	200	0	200
10	98	98	200
108	43	43	146
370	8	8	154
537	53	51	148
648	2	2	184
696	1	1	196
773	65	65	162
894	4	4	174
987	17	17	176
1010	66	64	156
1030	11	11	158
1063	69	67	158
1091	69	69	158
1093	13	13	160
1100	7	7	178
1114	8	8	150
1116	69	67	160
1135	1	1	178
1233	1	1	200
1390	1	1	198
1526	15	15	164
1534	1	1	198
1602	101	99	200
1728	4	4	178
1759	1	1	200
1768	5	5	190
1780	14	14	160
1850	8	8	168
1954	16	16	136
2069	4	4	180
2190	1	1	200
2264	10	10	152
83	2	2	200
157	22	22	200
181	21	21	200
248	53	39	200
290	178	22	200
383	1	1	200
562	23	21	200
719	179	21	200
788	178	22	200
105	5	5	176
69	200	0	200
120	108	52	200
158	14	14	200
400	109	51	200
484	30	28	200
503	1	1	200
592	173	25	200
644	200	0	200
646	200	0	200
1211	3	3	200
1231	200	0	200
1332	91	53	200
1544	200	0	200
1617	89	51	200
1645	12	12	200
1659	1	1	200
1917	1	1	200
2183	109	53	200
2389	46	30	200
2395	44	34	200
2475	7	7	200
2517	13	13	200
2644	110	50	200
2646	195	5	200
2661	5	5	200
2934	200	0	200
2974	200	0	200
3355	16	14	200
3364	4	4	200
3406	109	53	200
3420	7	7	200
3459	32	28	200
3515	14	14	200
3688	47	31	200
3738	111	51	200
3784	4	4	200
3792	196	4	200
3812	4	4	200
3823	4	4	200
4032	109	53	200
4051	2	2	200
4216	5	5	200
4280	110	52	200
4290	2	2	200
4516	2	2	200
4580	107	51	200
4614	198	2	200
4708	4	4	200
15	98	98	200
104	102	98	200
327	5	5	196
330	35	35	152
520	100	98	200
22	5	5	200
60	198	2	200
64	198	2	200
131	5	3	200
140	195	3	200
200	3	3	200
227	3	3	200
297	3	3	200
395	2	2	200
593	200	0	200
601	200	0	200
663	37	25	200
825	85	45	200
933	4	4	200
1095	87	45	200
1380	6	4	200
1427	33	25	200
1457	167	25	200
1480	167	25	200
141	2	2	194
236	17	17	148
270	21	21	142
332	16	16	142
346	6	6	176
382	22	20	120
430	3	3	200
573	200	0	200
948	124	42	200
1447	200	0	200
1658	34	28	200
1832	7	7	200
1954	73	43	200
1980	199	1	200
1992	199	1	200
2009	1	1	200
2045	6	6	200
2259	73	43	200
2317	34	28	200
2621	1	1	200
2819	70	46	200
2882	9	9	200
3010	199	1	200
3015	1	1	200
3036	72	44	200
3346	12	10	200
3352	1	1	200
3395	195	5	200
3404	5	5	200
3546	3	3	200
3558	3	3	200
3561	197	3	200
3575	197	3	200
3615	3	3	200
3735	92	48	200
3738	200	0	200
4046	129	43	200
4147	128	42	200
4466	198	2	200
4524	198	2	200
4593	2	2	200
4634	1	1	200
4704	72	44	200
4810	2	2	200
4837	1	1	200
4866	197	3	200
4874	1	1	200
4886	3	3	200
4921	197	3	200
4930	3	3	200
4962	99	49	200
4964	197	3	200
4977	197	3	200
5026	197	3	200
5073	197	3	200
5182	197	3	200
5185	197	3	200
5208	197	3	200
5213	197	3	200
5231	3	3	200
5280	200	0	200
5339	2	2	200
5475	75	41	200
5559	1	1	200
5574	1	1	200
5588	128	44	200
5594	128	44	200
5625	129	43	200
5780	26	22	200
5933	197	3	200
5934	3	3	200
6108	199	1	200
6168	1	1	200
6284	6	6	200
124	74	74	166
337	5	5	194
62	200	0	200
121	197	3	200
134	3	3	200
242	71	47	200
274	16	16	200
360	15	15	200
406	16	16	200
411	185	15	200
491	200	0	200
497	200	0	200
503	200	0	200
563	200	0	200
580	200	0	200
643	7	5	200
738	177	21	200
757	24	20	200
874	177	21	200
905	23	21	200
908	177	21	200
3	3	3	194
94	5	5	184
165	5	5	186
169	20	18	200
178	8	8	200
211	63	39	200
433	30	26	200
436	1	1	200
826	200	0	200
1027	18	16	200
41	6	6	178
107	5	5	180
154	14	14	166
166	32	32	140
238	1	1	192
420	1	1	190
423	2	2	190
507	89	87	186
515	2	2	196
542	33	33	144
590	16	16	164
597	3	3	188
600	1	1	194
712	97	95	196
722	10	8	160
725	36	36	128
51	4	4	200
68	3	3	200
81	2	2	200
320	8	8	200
481	200	0	200
539	200	0	200
595	48	32	200
677	200	0	200
772	46	30	200
928	6	6	200
1069	200	0	200
1126	2	2	200
1207	6	6	200
1319	6	6	200
1415	200	0	200
1450	200	0	200
1635	194	6	200
1938	45	35	200
1985	200	0	200
2009	39	31	200
2021	200	0	200
2086	193	7	200
2165	200	0	200
2225	1	1	200
2311	49	33	200
2476	200	0	200
2699	198	2	200
3011	6	6	200
3578	1	1	200
3834	194	6	200
3894	20	20	200
3922	6	6	200
3929	6	6	200
3982	21	21	200
4043	179	21	200
4063	38	32	200
4142	179	21	200
4276	200	0	200
4349	42	26	200
4356	193	5	200
8	3	3	194
101	10	10	158
126	11	11	158
142	67	65	148
158	7	7	152
208	28	28	152
278	31	31	162
324	3	3	190
578	2	2	198
683	3	3	172
806	98	96	198
848	2	2	182
933	1	1	196
252	200	0	200
264	1	1	200
297	18	18	200
331	200	0	200
467	83	47	200
632	194	6	200
760	171	25	200
899	2	2	200
977	42	36	200
1098	2	2	200
1313	1	1	200
1437	1	1	200
2129	85	47	200
2316	1	1	200
2581	74	52	200
2884	2	2	200
3256	55	39	200
3431	10	10	200
3601	28	26	200
3614	84	46	200
3645	115	47	200
33	11	11	160
129	1	1	198
368	1	1	198
373	32	30	122
467	10	10	152
636	1	1	198
675	1	1	198
722	95	95	194
819	7	7	148
874	100	98	200
1063	5	5	190
1073	1	1	198
1180	5	5	168
1197	100	100	200
1270	96	90	194
1419	29	29	160
1511	100	100	200
1532	17	17	162
1627	12	10	152
1729	92	90	186
1779	84	82	176
8	96	46	200
149	102	46	200
204	104	46	200
214	104	46	200
585	200	0	200
634	4	4	200
639	11	11	200
796	36	30	200
969	22	20	200
1066	200	0	200
1421	1	1	200
1422	198	2	200
1448	2	2	200
1681	3	3	200
1832	163	31	200
1988	163	31	200
2289	200	0	200
70	5	5	182
140	1	1	194
174	1	1	200
315	1	1	200
411	4	4	192
581	1	1	198
689	4	4	168
747	22	22	146
905	1	1	198
1059	1	1	194
72	25	23	200
133	3	3	200
139	186	12	200
291	3	3	200
376	55	47	200
382	176	22	200
442	63	49	200
446	1	1	200
474	176	22	200
531	8	8	200
586	55	47	200
657	175	21	200
671	1	1	200
761	2	2	200
778	13	13	200
780	18	18	200
812	144	48	200
907	142	46	200
954	1	1	200
961	137	47	200
982	1	1	200
1011	63	47	200
1048	18	18	200
1074	64	48	200
1079	1	1	200
1113	1	1	200
1202	200	0	200
1236	1	1	200
1241	144	48	200
1331	20	18	200
1462	2	2	200
1486	86	52	200
1501	56	48	200
1599	144	48	200
1619	8	8	200
1627	145	47	200
1741	199	1	200
1808	15	15	200
1861	2	2	200
1921	42	38	200
2093	3	3	200
2119	8	8	200
2132	200	0	200
2232	2	2	200
2284	146	46	200
2463	64	48	200
2485	65	49	200
2821	6	6	200
2999	3	3	200
3411	5	5	200
3499	141	43	200
3717	4	4	200
3948	17	17	200
3954	144	48	200
4028	144	48	200
4069	57	47	200
4139	143	47	200
4443	200	0	200
4695	144	48	200
4878	48	42	200
4895	7	7	200
5037	62	48	200
5328	1	1	200
5377	200	0	200
5393	198	2	200
5505	27	25	200
5506	1	1	200
5557	1	1	200
5565	85	53	200
5575	4	4	200
5631	27	25	200
5773	1	1	200
5804	199	1	200
5822	12	12	200
5824	199	1	200
5959	6	6	200
6013	56	48	200
6051	200	0	200
6098	3	3	200
6162	83	53	200
6259	136	50	200
6268	56	48	200
6507	1	1	200
6587	3	3	200
6733	62	50	200
6762	17	17	200
6846	1	1	200
6857	19	17	200
6937	18	16	200
6941	18	18	200
6944	18	18	200
7001	39	35	200
7040	182	18	200
7106	143	45	200
7135	21	19	200
7142	180	20	200
7158	2	2	200
7299	144	48	200
7740	2	2	200
7935	2	2	200
8614	60	50	200
8620	56	48	200
8810	144	48	200
9042	20	18	200
9094	145	47	200
9222	40	34	200
9252	63	49	200
9253	38	32	200
9255	125	55	200
9261	38	34	200
9265	38	36	200
9289	83	55	200
9292	5	5	200
9299	144	48	200
9305	143	47	200
9319	143	47	200
9325	144	48	200
9371	198	2	200
9394	62	48	200
9420	18	18	200
9644	3	3	200
9646	197	3	200
9780	1	1	200
9994	5	5	200
10007	143	47	200
10326	144	48	200
39	91	91	190
97	2	2	180
367	9	9	180
378	7	7	170
629	1	1	198
724	1	1	186
733	75	75	166
1017	1	1	190
1167	99	97	200
1193	98	98	200
1207	30	28	130
1215	1	1	192
1246	98	96	198
1377	15	15	176
1398	102	98	200
1489	34	34	132
1545	55	55	150
1579	14	14	160
1606	2	2	190
1632	63	63	156
1684	1	1	196
1740	98	96	194
1747	99	95	198
1798	1	1	198
1802	15	15	132
1823	9	9	158
1849	46	44	144
2023	1	1	198
2345	1	1	188
2524	2	2	198
2579	18	18	148
305	5	5	200
334	5	5	200
633	2	2	200
649	3	3	200
750	2	2	200
783	3	3	200
812	21	19	200
816	178	20	200
836	177	19	200
860	22	20	200
895	200	0	200
1015	4	4	200
1127	4	4	200
1576	1	1	200
1716	26	24	200
1778	2	2	200
2473	57	47	200
2708	32	30	200
2713	1	1	200
2714	1	1	200
2737	1	1	200
2884	7	7	200
2930	1	1	200
3007	1	1	200
3031	3	3	200
3199	177	21	200
190	26	26	146
222	1	1	200
727	3	3	194
934	1	1	200
1016	14	14	148
1314	97	93	194
1322	22	22	168
1356	9	9	190
1447	96	94	192
127	1	1	200
511	3	3	200
538	11	11	200
595	197	3	200
599	12	12	200
627	3	3	200
650	12	12	200
657	197	3	200
675	197	3	200
779	2	2	200
885	1	1	200
973	115	53	200
1034	86	52	200
1049	116	54	200
1074	114	52	200
1083	84	54	200
1103	9	9	200
1118	116	52	200
1134	116	52	200
1159	84	52	200
1329	91	51	200
1362	200	0	200
1390	2	2	200
1514	11	11	200
1788	6	6	200
1797	200	0	200
1843	2	2	200
2005	2	2	200
2032	200	0	200
2198	11	11	200
2214	189	11	200
2348	200	0	200
2444	200	0	200
2473	200	0	200
2527	1	1	200
2743	8	8	200
2838	35	29	200
2944	9	9	200
2990	41	29	200
3345	2	2	200
3426	11	11	200
3628	4	4	200
3749	195	5	200
3770	5	5	200
3787	5	5	200
3799	195	5	200
3803	195	5	200
3814	2	2	200
3924	1	1	200
3954	84	54	200
3976	27	27	200
4015	2	2	200
4168	1	1	200
4397	92	50	200
4628	3	3	200
4680	4	4	200
5018	2	2	200
5105	9	9	200
5519	1	1	200
5578	50	32	200
5724	12	10	200
5848	10	10	200
5891	4	4	200
5922	39	31	200
6137	4	4	200
6277	1	1	200
6423	1	1	200
6466	10	10	200
6594	11	11	200
6618	2	2	200
6788	3	3	200
6844	3	3	200
6870	147	35	200
6927	3	3	200
6978	13	13	200
6982	4	4	200
7086	3	3	200
7089	197	3	200
7112	199	1	200
7209	8	6	200
7317	4	4	200
7351	93	49	200
7647	52	40	200
7739	53	41	200
7754	53	41	200
7793	148	40	200
7802	146	40	200
7836	147	41	200
7858	146	40	200
7981	11	11	200
7999	12	12	200
8055	13	13	200
8189	2	2	200
8240	1	1	200
8336	5	5	200
8472	11	11	200
8505	12	12	200
8507	3	3	200
8523	25	25	200
8549	81	49	200
8692	190	10	200
8724	11	11	200
8744	189	11	200
8828	24	24	200
8881	200	0	200
8893	2	2	200
9094	1	1	200
9201	4	4	200
9215	91	51	200
9245	4	2	200
9522	3	3	200
9741	37	31	200
9769	3	3	200
9785	9	9	200
9890	93	49	200
9945	2	2	200
9962	90	48	200
10109	82	50	200
10128	82	48	200
10133	1	1	200
10224	12	12	200
10229	187	13	200
10487	1	1	200
10504	82	50	200
10662	3	3	200
10765	2	2	200
11031	90	48	200
11701	3	3	200
11748	13	11	200
11891	11	11	200
11904	1	1	200
12019	91	51	200
12031	4	4	200
12035	9	9	200
12311	4	4	200
12517	13	13	200
12590	5	5	200
12597	10	10	200
12603	189	11	200
12699	11	11	200
12706	189	11	200
12866	91	51	200
12971	81	51	200
13311	105	53	200
13316	106	52	200
13502	4	4	200
13508	27	27	200
13749	54	36	200
13792	28	26	200
13804	27	27	200
13947	14	12	200
14042	2	2	200
14107	80	50	200
14217	1	1	200
14668	4	4	200
14719	12	12	200
14730	1	1	200
14797	38	32	200
14840	3	3	200
14891	200	0	200
15112	38	32	200
15145	199	1	200
15167	199	1	200
15179	1	1	200
15243	199	1	200
15244	199	1	200
15321	103	53	200
15385	9	9	200
15424	95	53	200
15450	12	12	200
15476	103	53	200
15579	96	54	200
15596	95	53	200
15613	11	11	200
15617	104	54	200
15656	5	5	200
15760	5	5	200
15892	2	2	200
16168	3	3	200
16176	52	40	200
16239	25	25	200
16283	1	1	200
16343	8	6	200
16349	191	9	200
16372	53	39	200
16443	4	4	200
16661	3	3	200
16824	50	32	200
16837	1	1	200
16957	82	50	200
17143	91	51	200
17248	13	13	200
17571	95	51	200
17608	13	13	200
17666	12	12	200
17677	42	38	200
17708	81	51	200
18043	178	20	200
18112	11	11	200
18205	2	2	200
18284	200	0	200
18341	1	1	200
18391	1	1	200
18401	197	3	200
18411	3	3	200
18424	13	11	200
36	2	2	196
62	40	40	162
91	1	1	196
94	16	16	156
311	3	3	194
321	1	1	196
351	21	21	142
557	20	20	152
619	2	2	194
698	1	1	190
761	24	24	148
43	35	27	200
152	36	28	200
187	31	27	200
211	17	13	200
232	7	7	200
445	7	5	200
522	4	4	200
718	37	27	200
725	165	27	200
774	16	14	200
847	36	28	200
1260	163	27	200
1291	35	27	200
1327	36	28	200
1349	2	2	200
1356	164	28	200
1373	36	28	200
1442	36	26	200
1473	1	1	200
1560	200	0	200
1600	35	27	200
1608	200	0	200
1722	36	28	200
1810	37	25	200
1824	200	0	200
1856	19	15	200
1861	200	0	200
1919	1	1	200
2013	11	11	200
2047	36	28	200
2111	164	28	200
2394	181	15	200
2464	6	6	200
2466	7	7	200
2681	36	28	200
2827	199	1	200
2966	2	2	200
2988	1	1	200
2990	199	1	200
3010	2	2	200
3043	36	28	200
3079	166	26	200
3081	1	1	200
3107	1	1	200
3140	36	28	200
3188	1	1	200
3349	32	28	200
3433	36	28	200
3508	94	56	200
3524	93	57	200
3581	72	44	200
3698	94	56	200
3719	106	56	200
3732	19	15	200
3739	5	5	200
3920	19	19	200
3961	38	26	200
3977	164	28	200
4340	1	1	200
4362	36	28	200
4383	36	28	200
4614	164	28	200
4684	198	2	200
4746	1	1	200
5092	36	28	200
5145	36	28	200
5162	165	27	200
5175	88	52	200
5213	105	55	200
5481	164	28	200
5587	2	2	200
5592	6	6	200
5753	6	6	200
5814	6	6	200
5879	1	1	200
5936	31	27	200
5956	31	27	200
6021	134	50	200
6024	131	51	200
6215	1	1	200
6514	36	28	200
6711	165	27	200
6713	35	27	200
6776	200	0	200
6791	200	0	200
6795	20	20	200
6886	17	13	200
6965	166	26	200
7063	20	20	200
7076	36	28	200
7156	36	28	200
7183	37	27	200
7209	163	27	200
7236	38	26	200
7249	163	27	200
7259	1	1	200
7500	37	27	200
7523	164	28	200
7563	35	27	200
7631	1	1	200
7702	36	26	200
7739	165	27	200
7823	32	28	200
7868	93	57	200
7904	92	56	200
7942	71	45	200
7952	36	28	200
7986	33	27	200
8137	36	28	200
8258	200	0	200
8299	164	28	200
8335	166	26	200
8353	164	28	200
8362	2	2	200
8410	1	1	200
8511	200	0	200
8673	36	28	200
8696	37	27	200
9184	1	1	200
9252	36	28	200
9348	17	13	200
9627	200	0	200
9706	164	26	200
10000	164	28	200
10020	164	28	200
10121	200	0	200
10124	2	2	200
10145	36	28	200
10312	36	28	200
10346	157	31	200
10474	164	28	200
10536	162	26	200
10554	164	28	200
10626	36	28	200
10981	16	14	200
11091	164	28	200
11163	35	27	200
11313	2	2	200
11368	200	0	200
11555	19	19	200
11569	164	28	200
11600	35	27	200
11619	164	28	200
11622	32	28	200
11651	36	28	200
11703	2	2	200
11728	163	27	200
11738	36	28	200
11773	7	7	200
11920	32	28	200
11985	17	11	200
12163	1	1	200
12317	6	4	200
12688	19	15	200
12765	197	3	200
12794	36	28	200
12825	145	39	200
12889	17	13	200
12891	181	15	200
12900	145	39	200
12939	7	7	200
12946	32	28	200
13010	200	0	200
13038	1	1	200
13073	2	2	200
13224	164	28	200
13496	11	11	200
13535	164	28	200
13612	93	57	200
13781	36	28	200
13988	23	17	200
14028	178	18	200
14122	161	27	200
14144	197	3	200
14271	200	0	200
14312	19	19	200
14321	164	28	200
14748	2	2	200
15129	16	16	200
15205	36	28	200
15298	3	3	200
15301	1	1	200
15307	197	3	200
15313	197	3	200
15313	2	2	200
15318	197	3	200
15392	32	28	200
15440	4	4	200
15475	177	19	200
15545	177	19	200
15557	197	3	200
15574	196	4	200
15587	4	4	200
608	13	13	152
625	3	3	194
751	8	8	180
824	22	22	154
1005	1	1	200
0	0	0	0
54	11	11	168
84	13	13	162
87	1	1	194
428	12	12	164
441	59	57	140
707	2	2	170
895	1	1	190
1010	66	66	156
1547	98	98	200
1619	3	3	198
5	1	1	200
21	119	51	200
54	119	51	200
114	19	15	200
159	18	16	200
173	1	1	200
208	2	2	200
218	19	15	200
254	18	16	200
412	1	1	200
955	145	41	200
1179	118	50	200
1186	4	4	200
1260	2	2	200
1297	55	41	200
1408	121	51	200
1429	3	3	200
1436	118	50	200
1452	1	1	200
1571	1	1	200
1890	200	0	200
2040	121	49	200
2070	120	52	200
0	11	11	170
32	37	37	136
42	4	4	166
243	2	2	198
101	5	5	200
140	7	7	200
227	1	1	200
282	19	17	200
490	22	20	200
645	4	4	200
771	146	40	200
903	31	23	200
928	22	20	200
946	16	14	200
1048	7	7	200
1140	70	42	200
1159	1	1	200
1564	15	15	200
1749	1	1	200
1992	57	39	200
2007	59	41	200
2223	77	45	200
2365	70	40	200
2476	14	14	200
2481	142	40	200
2504	59	39	200
2529	13	13	200
2564	59	41	200
2575	59	41	200
2600	59	41	200
2617	80	42	200
2697	60	40	200
2701	77	45	200
2728	140	40	200
2831	200	0	200
2864	200	0	200
2898	71	41	200
3166	8	8	200
3244	77	45	200
3248	6	6	200
3433	15	15	200
3464	3	1	200
3523	6	6	200
3565	1	1	200
3586	78	44	200
3752	76	44	200
3819	2	2	200
3823	47	33	200
3980	78	44	200
4116	1	1	200
4135	1	1	200
4150	9	7	200
4250	196	4	200
4347	8	8	200
4391	6	6	200
4435	200	0	200
4490	14	14	200
4708	1	1	200
4817	14	12	200
5012	77	45	200
5068	3	3	200
5196	8	8	200
5469	200	0	200
5513	77	45	200
5631	37	31	200
5700	54	40	200
5723	199	1	200
5758	198	0	200
5780	1	1	200
5842	130	42	200
6123	46	32	200
6285	9	7	200
6293	1	1	200
6352	2	2	200
6535	8	8	200
6599	2	2	200
6795	3	3	200
6866	3	3	200
6897	9	9	200
6992	52	40	200
7056	7	7	200
7289	76	44	200
7392	9	9	200
7439	4	4	200
7560	72	40	200
7663	69	41	200
8011	4	4	200
8229	123	45	200
8309	31	25	200
8623	78	44	200
8887	71	41	200
9217	1	1	200
9271	1	1	200
9292	77	45	200
9596	1	1	200
9659	200	0	200
85	4	4	188
266	22	22	152
479	47	45	138
19	3	3	200
38	17	15	200
135	12	10	200
202	12	10	200
266	1	1	200
420	1	1	200
444	1	1	200
447	1	1	200
746	7	7	200
817	193	7	200
911	193	7	200
1081	198	2	200
1143	2	2	200
1176	2	2	200
1210	198	2	200
1221	2	2	200
1270	1	1	200
1399	200	0	200
1474	2	2	200
1493	26	24	200
1584	12	10	200
1746	1	1	200
2146	8	6	200
2166	73	39	200
2203	10	10	200
2263	1	1	200
2609	7	7	200
2705	3	3	200
2892	7	7	200
2999	193	7	200
3025	1	1	200
3043	1	1	200
3073	7	7	200
3166	2	2	200
3470	200	0	200
3583	127	39	200
3689	127	39	200
3699	3	3	200
3829	121	43	200
3986	10	10	200
4160	3	3	200
4240	1	1	200
4293	62	42	200
4467	18	18	200
4600	74	38	200
4612	71	39	200
4619	72	40	200
4723	4	4	200
4725	4	4	200
4736	196	4	200
4746	196	4	200
4757	4	4	200
4815	196	4	200
4866	4	4	200
4939	1	1	200
5139	1	1	200
5146	1	1	200
5242	1	1	200
5697	13	13	200
5800	199	1	200
5865	1	1	200
5869	199	1	200
5879	199	1	200
5886	121	43	200
5969	7	7	200
5976	124	40	200
6260	20	20	200
6349	1	1	200
6363	121	43	200
6435	200	0	200
6535	6	6	200
6570	26	22	200
6676	200	0	200
6733	200	0	200
6791	1	1	200
6832	17	15	200
7025	7	7	200
7043	1	1	200
7083	199	1	200
7103	199	1	200
7126	1	1	200
7149	199	1	200
7156	14	10	200
7166	199	1	200
7168	199	1	200
7286	1	1	200
7315	7	7	200
7359	200	0	200
7582	193	7	200
7662	3	3	200
8022	19	19	200
8036	198	2	200
8063	2	2	200
8095	121	43	200
8142	7	7	200
8198	18	14	200
8199	5	5	200
8233	1	1	200
8250	5	5	200
8256	73	39	200
8319	3	3	200
8580	195	5	200
8619	1	1	200
8625	1	1	200
8761	71	39	200
8896	5	5	200
9103	121	43	200
9119	7	7	200
9132	193	7	200
9195	5	5	200
9199	8	6	200
9242	4	4	200
9312	8	6	200
9665	1	1	200
9775	10	10	200
10030	2	2	200
10131	7	7	200
10703	25	21	200
10715	7	7	200
10856	19	19	200
10868	150	38	200
10928	22	20	200
11009	193	7	200
11013	7	7	200
11016	193	7	200
11182	2	2	200
11285	73	39	200
11502	7	7	200
11555	2	2	200
11623	1	1	200
11704	71	39	200
11718	3	3	200
11738	193	7	200
11789	7	7	200
12176	2	2	200
12191	4	4	200
12205	196	4	200
12239	2	2	200
12282	196	4	200
12325	196	4	200
12401	116	44	200
12428	4	4	200
12875	1	1	200
12941	2	2	200
13008	1	1	200
13045	18	18	200
13092	193	7	200
13641	2	2	200
13783	18	18	200
13955	1	1	200
13983	120	42	200
14025	7	7	200
14028	18	18	200
14175	123	41	200
14258	199	1	200
14404	11	9	200
14429	121	43	200
14528	7	7	200
14682	196	4	200
14702	4	4	200
14826	181	19	200
15023	71	39	200
15031	74	38	200
15222	20	18	200
15315	191	9	200
15318	9	9	200
15525	199	1	200
15588	120	42	200
15598	1	1	200
15708	4	4	200
16055	4	4	200
16395	1	1	200
16522	3	3	200
16554	12	10	200
16558	5	5	200
16617	194	6	200
16619	121	41	200
16684	7	7	200
16785	199	1	200
16928	2	0	200
17079	16	14	200
17085	105	51	200
17206	1	1	200
17208	200	0	200
17231	3	3	200
17377	167	27	200
17385	1	1	200
11	5	5	188
137	7	7	184
159	24	24	132
279	90	86	180
417	4	4	192
520	1	1	192
654	1	1	190
689	87	87	190
701	8	8	164
719	1	1	200
796	99	97	200
897	1	1	196
927	9	7	166
1092	11	9	158
1094	1	1	192
1107	30	30	134
1172	33	33	128
1247	25	25	144
1302	6	6	194
1336	4	4	184
1415	89	89	186
1639	103	97	200
1656	36	36	142
1774	3	3	188
1831	24	24	138
1963	33	31	138
1989	2	2	182
2011	101	99	200
2030	62	58	150
2044	4	4	172
2049	13	13	156
2145	17	17	166
2159	1	1	200
2247	20	20	150
2249	3	3	192
2278	4	2	186
2304	88	88	186
2305	3	3	186
2329	5	5	188
2650	3	3	186
2681	101	97	200
3054	1	1	174
3285	39	39	134
3301	1	1	200
3307	3	3	198
3374	1	1	200
3383	90	90	188
3398	1	1	198
3603	8	8	170
17	1	1	200
238	17	17	154
66	15	15	200
144	21	21	200
220	3	3	200
261	8	8	200
459	2	2	200
480	1	1	200
520	1	1	200
569	22	20	200
583	2	2	200
694	2	2	200
731	12	12	200
751	3	3	200
942	2	2	200
955	15	15	200
956	7	7	200
1105	26	22	200
1183	3	3	200
1192	13	11	200
1277	2	2	200
1293	2	2	200
1321	2	2	200
1381	163	35	200
1577	15	15	200
1658	36	34	200
1715	162	34	200
1786	22	22	200
1933	37	35	200
2011	93	47	200
2667	162	34	200
2873	45	31	200
2913	2	2	200
3069	15	15	200
3109	25	23	200
3111	15	15	200
3565	2	2	200
3602	16	16	200
3668	5	5	200
3838	188	12	200
3844	12	12	200
3850	188	12	200
3871	12	12	200
3879	3	3	200
3993	12	12	200
4100	199	1	200
4243	14	14	200
4377	1	1	200
4567	37	35	200
4661	7	5	200
4979	2	2	200
5019	27	21	200
5148	38	32	200
5156	43	33	200
5160	37	35	200
5336	25	23	200
5340	200	0	200
5369	200	0	200
5405	200	0	200
5519	38	34	200
5532	163	35	200
5558	139	49	200
5559	38	34	200
5604	162	34	200
5652	163	35	200
5695	15	15	200
5799	163	35	200
5961	109	47	200
5975	6	6	200
6005	2	2	200
6112	15	15	200
6174	122	54	200
6190	22	22	200
6235	6	6	200
6356	25	23	200
6469	1	1	200
6473	16	16	200
6492	200	0	200
6525	122	52	200
6614	16	16	200
6821	22	22	200
7043	7	7	200
7065	21	21	200
7185	163	35	200
7336	15	15	200
7349	185	15	200
7383	14	14	200
7419	15	15	200
7547	5	5	200
7584	1	1	200
7764	8	8	200
7811	2	2	200
7851	1	1	200
7985	1	1	200
8426	5	5	200
8615	1	1	200
8707	38	34	200
8717	38	34	200
8884	3	3	200
9012	5	5	200
9099	14	14	200
9121	25	23	200
9314	2	2	200
9339	108	48	200
31	9	9	160
259	1	1	200
409	198	2	200
429	13	11	200
524	1	1	200
571	14	12	200
