pos	ac	het	n	block
721078	1	1	198	SV_b88
721100	97	97	200	SV_b88
721106	2	2	176	SV_b88
721268	2	2	182	SV_b88
721313	1	1	194	SV_b88
721415	2	2	188	SV_b88
721449	1	1	200	SV_b88
721477	199	1	200	SC_b89
721511	1	1	200	SC_b89
721566	199	1	200	SC_b89
721845	39	29	200	SC_b89
721914	1	1	200	SC_b89
722017	39	31	200	SC_b89
722031	159	29	200	SC_b89
722034	41	29	200	SC_b89
722040	161	29	200	SC_b89
722084	160	30	200	SC_b89
722094	160	30	200	SC_b89
722115	36	26	200	SC_b89
722127	20	18	200	SC_b89
722151	2	2	200	SC_b89
722209	40	30	200	SC_b89
722228	160	30	200	SC_b89
722248	160	30	200	SC_b89
722254	160	28	200	SC_b89
722277	159	29	200	SC_b89
722289	161	29	200	SC_b89
722696	67	39	200	SC_b89
722791	195	5	200	SC_b89
722797	195	5	200	SC_b89
722879	6	6	200	SC_b89
722913	194	6	200	SC_b89
722970	3	3	200	SC_b89
723010	4	4	200	SC_b89
723160	47	37	200	SC_b89
723225	4	4	200	SC_b89
723285	200	0	200	SC_b89
723333	200	0	200	SC_b89
723453	194	6	200	SC_b89
723510	6	6	200	SC_b89
723534	4	2	200	SC_b89
723579	5	5	200	SC_b89
724327	5	5	200	SC_b89
724352	195	5	200	SC_b89
724471	26	14	200	SC_b89
724626	11	11	200	SC_b89
724802	40	30	200	SC_b89
724826	200	0	200	SC_b89
724893	2	2	200	SC_b89
725998	4	2	200	SC_b89
726040	5	5	200	SC_b89
726225	19	15	200	SC_b89
726413	6	2	200	SC_b89
726740	67	41	200	SC_b89
726770	133	41	200	SC_b89
726796	200	0	200	SC_b89
726908	4	4	200	SC_b89
726985	200	0	200	SC_b89
727115	46	32	200	SC_b89
727138	5	5	200	SC_b89
727194	10	10	168	SV_b89
727216	93	91	186	SV_b89
727253	15	15	158	SV_b89
727270	30	30	120	SV_b89
727324	4	4	156	SV_b89
727349	2	2	186	SV_b89
727350	100	98	200	SV_b89
727435	1	1	182	SV_b89
727499	8	8	158	SV_b89
727520	1	1	184	SV_b89
727548	1	1	198	SV_b89
727620	1	1	198	SV_b89
728247	6	6	200	SC_b90
728265	20	20	200	SC_b90
728319	200	0	200	SC_b90
728324	2	2	200	SC_b90
728397	200	0	200	SC_b90
728467	200	0	200	SC_b90
728850	21	21	200	SC_b90
728866	21	21	200	SC_b90
729163	1	1	200	SC_b90
729225	2	2	200	SC_b90
729274	1	1	200	SC_b90
729320	1	1	200	SC_b90
729613	3	3	200	SC_b90
729666	144	36	200	SC_b90
729709	23	17	200	SC_b90
729752	167	27	200	SC_b90
729814	34	28	200	SC_b90
729827	166	28	200	SC_b90
729853	165	27	200	SC_b90
729860	165	27	200	SC_b90
729981	22	18	200	SC_b90
730005	168	28	200	SC_b90
730066	200	0	200	SC_b90
730111	168	28	200	SC_b90
730209	147	41	200	SC_b90
730229	167	27	200	SC_b90
730306	21	21	200	SC_b90
730497	42	32	200	SC_b90
730592	69	43	200	SC_b90
730725	4	4	200	SC_b90
730759	2	2	200	SC_b90
730841	3	3	200	SC_b90
730883	20	16	200	SC_b90
731106	1	1	200	SC_b90
731209	22	18	200	SC_b90
731223	6	6	200	SC_b90
731225	22	18	200	SC_b90
731234	22	18	200	SC_b90
731368	144	36	200	SC_b90
731430	9	9	200	SC_b90
731511	147	33	200	SC_b90
731649	11	9	200	SC_b90
731909	34	28	200	SC_b90
732178	5	5	200	SC_b90
732338	3	3	200	SC_b90
732539	144	36	200	SC_b90
732852	4	4	200	SC_b90
733013	145	35	200	SC_b90
733087	22	18	200	SC_b90
733152	5	5	200	SC_b90
733167	20	16	200	SC_b90
733184	56	36	200	SC_b90
733307	166	28	200	SC_b90
733326	5	3	200	SC_b90
733330	35	27	200	SC_b90
733341	166	28	200	SC_b90
733584	13	13	200	SC_b90
733643	1	1	200	SC_b90
733785	36	24	200	SC_b90
733896	21	21	200	SC_b90
733968	144	36	200	SC_b90
734259	200	0	200	SC_b90
734277	5	5	200	SC_b90
734452	10	8	200	SC_b90
734842	200	0	200	SC_b90
734864	1	1	200	SC_b90
734971	8	8	200	SC_b90
735033	178	18	200	SC_b90
735034	20	16	200	SC_b90
735059	176	18	200	SC_b90
735217	5	5	200	SC_b90
735228	68	44	200	SC_b90
735282	22	18	200	SC_b90
735329	56	36	200	SC_b90
735523	10	10	200	SC_b90
735565	200	0	200	SC_b90
735601	200	0	200	SC_b90
735611	145	35	200	SC_b90
735714	1	1	200	SC_b90
735751	200	0	200	SC_b90
735815	143	35	200	SC_b90
735870	200	0	200	SC_b90
735976	41	35	200	SC_b90
736154	2	2	200	SC_b90
736187	53	35	200	SC_b90
736215	4	2	200	SC_b90
736259	200	0	200	SC_b90
736533	34	28	200	SC_b90
736538	143	35	200	SC_b90
736621	55	35	200	SC_b90
736931	199	1	200	SC_b90
736936	1	1	200	SC_b90
737884	1	1	200	SC_b90
737940	8	8	200	SC_b90
738092	35	27	200	SC_b90
738118	35	27	200	SC_b90
738148	22	20	200	SC_b90
738225	1	1	200	SC_b90
738276	1	1	200	SC_b90
738302	190	8	200	SC_b90
738379	34	28	200	SC_b90
738399	1	1	200	SC_b90
738401	20	16	200	SC_b90
738409	1	1	200	SC_b90
738451	4	4	200	SC_b90
738481	200	0	200	SC_b90
738563	200	0	200	SC_b90
738567	200	0	200	SC_b90
738581	200	0	200	SC_b90
738706	8	8	200	SC_b90
739119	34	26	200	SC_b90
739189	1	1	200	SC_b90
739231	144	36	200	SC_b90
739237	200	0	200	SC_b90
739283	200	0	200	SC_b90
739377	200	0	200	SC_b90
739382	200	0	200	SC_b90
739459	11	9	200	SC_b90
739471	6	4	200	SC_b90
739648	200	0	200	SC_b90
739685	200	0	200	SC_b90
739783	14	12	200	SC_b90
739924	6	6	200	SC_b90
739961	1	1	200	SC_b90
740076	194	6	200	SC_b90
740078	6	6	200	SC_b90
740088	194	6	200	SC_b90
740310	1	1	200	SC_b90
740398	2	2	200	SC_b90
740427	3	3	200	SC_b90
740524	1	1	200	SC_b90
740788	3	3	200	SC_b90
740953	1	1	200	SC_b90
740974	198	2	200	SC_b90
741008	2	2	200	SC_b90
741108	34	28	200	SC_b90
741143	34	28	200	SC_b90
741169	23	17	200	SC_b90
741182	7	5	200	SC_b90
741198	200	0	200	SC_b90
741243	1	1	200	SC_b90
741356	200	0	200	SC_b90
741372	1	1	200	SC_b90
741386	1	1	200	SC_b90
741507	21	17	200	SC_b90
741602	23	17	200	SC_b90
741615	178	16	200	SC_b90
741775	41	35	200	SC_b90
741934	200	0	200	SC_b90
742148	1	1	200	SC_b90
742331	179	19	200	SC_b90
742339	178	20	200	SC_b90
742483	200	0	200	SC_b90
742491	33	27	200	SC_b90
742538	200	0	200	SC_b90
742572	34	26	200	SC_b90
742617	145	35	200	SC_b90
742871	2	2	200	SC_b90
743094	1	1	200	SC_b90
743313	200	0	200	SC_b90
743316	200	0	200	SC_b90
743343	34	28	200	SC_b90
743348	200	0	200	SC_b90
743377	1	1	200	SC_b90
743403	1	1	200	SC_b90
743741	144	36	200	SC_b90
744042	40	34	200	SC_b90
744269	18	16	200	SC_b90
744283	18	16	200	SC_b90
744288	182	16	200	SC_b90
744401	160	32	200	SC_b90
744426	18	16	200	SC_b90
744513	3	3	200	SC_b90
744563	197	3	200	SC_b90
744577	197	3	200	SC_b90
744809	145	35	200	SC_b90
745052	7	7	200	SC_b91
745093	10	10	200	SC_b91
745315	1	1	200	SC_b91
745478	5	5	200	SC_b91
745596	4	4	200	SC_b91
745600	66	50	200	SC_b91
745621	200	0	200	SC_b91
745670	10	10	200	SC_b91
746137	2	2	200	SC_b91
746461	43	35	200	SC_b91
746557	68	50	200	SC_b91
746563	67	51	200	SC_b91
746581	1	1	200	SC_b91
746797	122	52	200	SC_b91
746825	1	1	200	SC_b91
746890	1	1	200	SC_b91
747196	3	3	200	SC_b91
747427	12	12	200	SC_b91
747437	188	12	200	SC_b91
747702	67	51	200	SC_b91
747755	26	16	200	SC_b91
748471	4	2	200	SC_b91
748629	200	0	200	SC_b91
748691	4	4	200	SC_b91
748849	200	0	200	SC_b91
749102	50	50	142	SV_b91
749183	10	10	158	SV_b91
749380	1	1	178	SV_b91
749397	1	1	176	SV_b91
749540	2	2	174	SV_b91
749545	1	1	196	SV_b91
749608	1	1	200	SV_b91
749672	98	98	200	SV_b91
749678	100	98	200	SV_b91
749942	31	31	156	SV_b91
750096	11	11	166	SV_b91
750254	3	3	178	SV_b91
750277	10	10	166	SV_b91
750290	77	73	166	SV_b91
750384	95	95	198	SV_b91
750444	100	100	200	SV_b91
750493	101	99	200	SV_b91
750590	2	2	200	SV_b91
750611	9	9	166	SV_b91
750666	1	1	190	SV_b91
750812	22	20	138	SV_b91
751172	5	5	166	SV_b91
751225	25	21	200	SC_b92
751504	1	1	200	SC_b92
751616	199	1	200	SC_b92
751682	1	1	200	SC_b92
751856	9	9	200	SC_b92
751928	77	45	200	SC_b92
752100	200	0	200	SC_b92
752252	1	1	200	SC_b92
752380	1	1	200	SC_b92
752558	2	2	200	SC_b92
752564	19	19	200	SC_b92
752961	1	1	200	SC_b92
753057	200	0	200	SC_b92
753144	200	0	200	SC_b92
753196	1	1	200	SC_b92
753420	200	0	200	SC_b92
753613	200	0	200	SC_b92
753785	79	45	200	SC_b92
753851	2	0	200	SC_b92
753897	3	3	200	SC_b92
754060	13	11	200	SC_b92
754137	2	2	200	SC_b92
754285	25	21	200	SC_b92
754305	21	17	200	SC_b92
754459	200	0	200	SC_b92
754538	1	1	200	SC_b92
754749	198	2	200	SC_b92
754798	198	2	200	SC_b92
754811	198	2	200	SC_b92
754952	21	17	200	SC_b92
754965	197	3	200	SC_b92
754995	1	1	200	SC_b92
755246	184	16	200	SC_b92
755264	15	15	200	SC_b92
755294	2	2	200	SC_b92
755575	8	8	200	SC_b92
755729	192	8	200	SC_b92
755763	25	21	200	SC_b92
755769	21	17	200	SC_b92
755848	1	1	200	SC_b92
755865	200	0	200	SC_b92
755943	200	0	200	SC_b92
756255	10	10	200	SC_b92
756739	12	12	200	SC_b92
756951	3	3	200	SC_b92
757048	10	10	200	SC_b92
757180	1	1	200	SC_b92
757288	11	9	200	SC_b92
757356	77	45	200	SC_b92
757509	1	1	200	SC_b92
757521	80	44	200	SC_b92
757654	79	47	200	SC_b92
757842	25	21	200	SC_b92
758175	78	46	200	SC_b92
758183	1	1	200	SC_b92
758193	3	3	200	SC_b92
758329	62	44	200	SC_b92
758372	200	0	200	SC_b92
758417	200	0	200	SC_b92
758477	1	1	200	SC_b92
758628	2	2	200	SC_b92
758951	1	1	200	SC_b92
759009	8	8	200	SC_b92
759036	13	11	200	SC_b92
759066	10	10	200	SC_b92
759317	80	44	200	SC_b92
759329	19	19	200	SC_b92
759547	200	0	200	SC_b92
759558	200	0	200	SC_b92
759850	200	0	200	SC_b92
760273	3	3	200	SC_b92
760734	10	10	200	SC_b92
760753	8	8	200	SC_b92
760967	192	8	200	SC_b92
760971	3	3	200	SC_b92
761034	191	9	200	SC_b92
761073	10	10	200	SC_b92
761091	2	2	200	SC_b92
761094	198	2	200	SC_b92
761110	198	2	200	SC_b92
761122	1	1	200	SC_b92
761143	3	3	200	SC_b92
761145	1	1	200	SC_b92
761161	1	1	200	SC_b92
761168	1	1	200	SC_b92
761188	78	46	200	SC_b92
761324	9	9	200	SC_b92
761446	78	46	200	SC_b92
761826	6	6	200	SC_b92
762017	1	1	200	SC_b92
762222	8	8	200	SC_b92
762419	6	4	200	SC_b92
762564	2	2	200	SC_b92
762750	1	1	200	SC_b92
762764	199	1	200	SC_b92
763020	1	1	200	SC_b92
763044	1	1	200	SC_b92
763213	26	20	200	SC_b92
763334	12	12	200	SC_b92
763410	200	0	200	SC_b92
763455	10	10	200	SC_b92
763622	8	8	200	SC_b92
763809	174	20	200	SC_b92
763820	25	21	200	SC_b92
763994	79	47	200	SC_b92
763999	124	44	200	SC_b92
764174	10	10	200	SC_b92
764223	18	18	200	SC_b92
764492	8	8	200	SC_b92
764612	4	4	200	SC_b92
764653	7	7	200	SC_b92
764673	78	46	200	SC_b92
764854	200	0	200	SC_b92
765024	197	3	200	SC_b92
765118	199	1	200	SC_b92
765123	1	1	200	SC_b92
765130	1	1	200	SC_b92
765193	15	15	166	SV_b92
765250	11	11	160	SV_b92
765275	2	2	190	SV_b92
765460	2	2	194	SV_b92
765511	61	59	156	SV_b92
765541	1	1	190	SV_b92
765589	12	12	166	SV_b92
765591	14	14	156	SV_b92
765845	5	5	180	SV_b92
765946	64	64	168	SV_b92
765971	7	7	178	SV_b92
766131	63	61	150	SV_b92
766205	1	1	200	SV_b92
766205	13	13	160	SV_b92
766260	1	1	196	SV_b92
766263	93	93	196	SV_b92
766265	15	15	164	SV_b92
766327	2	2	192	SV_b92
766343	1	1	192	SV_b92
766376	1	1	194	SV_b92
766528	1	1	200	SV_b92
766579	68	64	162	SV_b92
766582	69	69	160	SV_b92
766632	69	67	162	SV_b92
766657	70	66	164	SV_b92
766663	15	15	170	SV_b92
766674	68	66	166	SV_b92
766690	14	14	170	SV_b92
766764	1	1	190	SV_b92
766772	16	16	170	SV_b92
766797	67	67	162	SV_b92
766803	75	73	176	SV_b92
766806	68	68	166	SV_b92
766863	19	19	182	SV_b92
766874	3	3	194	SV_b92
766885	2	2	196	SV_b92
766899	1	1	186	SV_b92
766937	2	2	194	SV_b92
767095	4	4	182	SV_b92
767103	67	65	162	SV_b92
767122	12	12	160	SV_b92
767122	98	98	200	SV_b92
767227	1	1	196	SV_b92
767370	13	13	168	SV_b92
767556	133	31	200	SC_b93
767665	7	7	200	SC_b93
767741	1	1	200	SC_b93
767855	134	32	200	SC_b93
768050	34	20	200	SC_b93
768130	200	0	200	SC_b93
768263	51	25	200	SC_b93
768325	134	32	200	SC_b93
768465	9	5	200	SC_b93
768493	192	6	200	SC_b93
768495	192	6	200	SC_b93
768521	192	6	200	SC_b93
768539	192	6	200	SC_b93
769239	11	11	200	SC_b93
769503	5	5	200	SC_b93
769615	2	2	200	SC_b93
769643	35	21	200	SC_b93
769666	34	20	200	SC_b93
769702	2	2	200	SC_b93
769779	1	1	200	SC_b93
769866	6	6	200	SC_b93
769973	2	2	200	SC_b93
770219	133	31	200	SC_b93
770372	200	0	200	SC_b93
770376	200	0	200	SC_b93
770486	134	32	200	SC_b93
770658	16	14	200	SC_b93
770689	6	6	200	SC_b93
770720	200	0	200	SC_b93
770761	200	0	200	SC_b93
770875	35	21	200	SC_b93
770906	134	30	200	SC_b93
770939	65	31	200	SC_b93
770963	68	30	200	SC_b93
771093	7	5	200	SC_b93
771123	2	2	200	SC_b93
771315	6	6	200	SC_b93
771366	128	38	200	SC_b93
771515	1	1	200	SC_b93
771566	7	7	200	SC_b93
771588	126	36	200	SC_b93
771783	66	32	200	SC_b93
771913	66	32	200	SC_b93
772010	2	2	200	SC_b93
772128	5	5	200	SC_b93
772140	192	6	200	SC_b93
772169	67	31	200	SC_b93
772174	136	30	200	SC_b93
772217	66	32	200	SC_b93
772445	8	6	200	SC_b93
772448	39	35	200	SC_b93
772630	66	32	200	SC_b93
772920	1	1	198	SV_b93
772967	16	16	164	SV_b93
772996	1	1	192	SV_b93
773041	98	98	200	SV_b93
773069	102	98	200	SV_b93
773155	2	2	190	SV_b93
773248	13	13	164	SV_b93
773629	3	3	186	SV_b93
773761	2	2	194	SV_b93
773914	4	4	190	SV_b93
774249	37	35	138	SV_b93
774344	8	8	192	SV_b93
774400	2	2	196	SV_b93
774505	29	29	142	SV_b93
774549	3	3	198	SV_b93
774921	5	5	188	SV_b93
775057	1	1	192	SV_b93
775121	96	94	198	SV_b93
775124	20	20	156	SV_b93
775236	13	13	152	SV_b93
775338	13	13	148	SV_b93
775387	5	5	196	SV_b93
775454	98	98	198	SV_b93
775685	1	1	192	SV_b93
775724	13	13	154	SV_b93
775813	20	20	136	SV_b93
776313	50	38	200	SC_b94
776376	68	48	200	SC_b94
776524	49	39	200	SC_b94
776578	70	48	200	SC_b94
776611	69	49	200	SC_b94
776642	3	3	200	SC_b94
776715	67	47	200	SC_b94
776743	131	49	200	SC_b94
776767	5	5	200	SC_b94
776981	69	47	200	SC_b94
776985	130	48	200	SC_b94
777024	70	46	200	SC_b94
777038	1	1	200	SC_b94
777085	131	49	200	SC_b94
777102	131	49	200	SC_b94
777112	69	49	200	SC_b94
777117	72	46	200	SC_b94
777173	69	49	200	SC_b94
777184	34	26	200	SC_b94
777197	13	13	200	SC_b94
777215	132	48	200	SC_b94
777228	69	49	200	SC_b94
777297	70	48	200	SC_b94
777307	18	14	200	SC_b94
777332	70	48	200	SC_b94
777343	130	48	200	SC_b94
777371	69	49	200	SC_b94
777550	71	47	200	SC_b94
777590	4	4	200	SC_b94
777615	17	13	200	SC_b94
777768	1	1	198	SV_b94
777977	5	5	184	SV_b94
777994	81	79	170	SV_b94
778052	1	1	200	SV_b94
778066	1	1	168	SV_b94
778108	11	11	162	SV_b94
778250	1	1	200	SC_b95
778305	194	6	200	SC_b95
778369	76	52	200	SC_b95
778441	186	14	200	SC_b95
778447	13	13	200	SC_b95
778456	186	14	200	SC_b95
778460	186	14	200	SC_b95
778493	21	19	200	SC_b95
778655	21	19	200	SC_b95
778723	93	51	200	SC_b95
778969	200	0	200	SC_b95
779006	9	9	200	SC_b95
779018	105	49	200	SC_b95
779082	107	51	200	SC_b95
779206	2	2	200	SC_b95
779341	3	3	200	SC_b95
779419	1	1	200	SC_b95
779542	107	49	200	SC_b95
779657	4	4	200	SC_b95
779672	6	6	200	SC_b95
779676	194	6	200	SC_b95
779684	193	5	200	SC_b95
779745	6	6	200	SC_b95
779750	6	6	200	SC_b95
779751	194	6	200	SC_b95
779832	1	1	200	SC_b95
779835	108	48	200	SC_b95
779837	107	51	200	SC_b95
779918	6	6	200	SC_b95
780042	93	51	200	SC_b95
780330	93	51	200	SC_b95
780386	3	3	200	SC_b95
780409	93	49	200	SC_b95
780466	197	3	200	SC_b95
780472	197	3	200	SC_b95
780651	107	51	200	SC_b95
780659	1	1	200	SC_b95
780753	107	51	200	SC_b95
781101	6	6	200	SC_b95
781161	21	19	200	SC_b95
781485	3	3	200	SC_b95
781595	20	20	200	SC_b95
782057	81	49	200	SC_b95
782096	23	21	200	SC_b95
782296	2	2	200	SC_b95
782566	1	1	200	SC_b95
782667	200	0	200	SC_b95
782772	108	50	200	SC_b95
782775	92	50	200	SC_b95
782823	2	2	200	SC_b95
782835	200	0	200	SC_b95
782888	4	4	200	SC_b95
782926	87	49	200	SC_b95
783082	42	32	200	SC_b95
783138	6	6	200	SC_b95
783316	4	4	200	SC_b95
783436	200	0	200	SC_b95
783726	1	1	200	SC_b95
783888	92	50	200	SC_b95
784014	93	51	200	SC_b95
784179	93	51	200	SC_b95
784187	21	19	200	SC_b95
784433	92	50	200	SC_b95
784526	6	6	200	SC_b95
784582	6	6	200	SC_b95
784623	194	6	200	SC_b95
784646	6	6	200	SC_b95
784705	6	6	200	SC_b95
784716	194	6	200	SC_b95
784849	200	0	200	SC_b96
784888	2	2	200	SC_b96
784890	200	0	200	SC_b96
784912	26	22	200	SC_b96
785003	24	18	200	SC_b96
785087	26	22	200	SC_b96
785109	173	21	200	SC_b96
785158	26	22	200	SC_b96
785195	27	21	200	SC_b96
785222	2	2	200	SC_b96
785275	175	21	200	SC_b96
785364	1	1	200	SC_b96
785386	174	22	200	SC_b96
785418	26	22	200	SC_b96
785427	26	22	200	SC_b96
785471	173	21	200	SC_b96
785496	25	21	200	SC_b96
785497	26	22	200	SC_b96
785536	26	22	200	SC_b96
785567	26	22	200	SC_b96
785650	26	22	200	SC_b96
785669	4	4	200	SC_b96
785683	174	20	200	SC_b96
785694	25	21	200	SC_b96
785710	174	22	200	SC_b96
785874	175	21	200	SC_b96
785956	1	1	200	SC_b96
785966	28	22	200	SC_b96
785994	28	24	200	SC_b96
786042	26	22	200	SC_b96
786095	26	22	200	SC_b96
786097	1	1	200	SC_b96
786102	26	22	200	SC_b96
786115	26	22	200	SC_b96
786146	174	22	200	SC_b96
786159	4	4	200	SC_b96
786176	26	22	200	SC_b96
786182	175	21	200	SC_b96
786185	1	1	200	SC_b96
786191	176	20	200	SC_b96
786263	1	1	200	SC_b96
786339	26	22	200	SC_b96
786375	7	5	200	SC_b96
786397	26	22	200	SC_b96
786454	10	10	200	SC_b96
786466	3	3	200	SC_b96
786489	174	22	200	SC_b96
786593	26	22	200	SC_b96
786752	3	3	200	SC_b96
786923	27	21	200	SC_b96
787079	26	22	200	SC_b96
787233	141	39	200	SC_b96
787237	1	1	200	SC_b96
787243	26	22	200	SC_b96
787278	1	1	200	SC_b96
787297	60	38	200	SC_b96
787316	60	38	200	SC_b96
787318	58	38	200	SC_b96
787395	8	8	200	SC_b96
787399	141	39	200	SC_b96
787411	61	37	200	SC_b96
787439	26	22	200	SC_b96
787486	196	4	200	SC_b96
787826	199	1	200	SC_b96
787829	172	22	200	SC_b96
787928	166	30	200	SC_b96
787931	34	30	200	SC_b96
787944	140	40	200	SC_b96
788003	3	3	200	SC_b96
788242	174	22	200	SC_b96
788393	27	21	200	SC_b96
788485	3	3	200	SC_b96
788520	13	13	200	SC_b96
788596	173	21	200	SC_b96
788621	8	8	200	SC_b96
788679	26	22	200	SC_b96
788684	1	1	200	SC_b96
788894	200	0	200	SC_b96
788935	200	0	200	SC_b96
788936	14	12	200	SC_b96
789058	7	7	200	SC_b96
789116	173	21	200	SC_b96
789131	1	1	200	SC_b96
789192	26	22	200	SC_b96
789194	174	22	200	SC_b96
789287	173	21	200	SC_b96
789346	166	30	200	SC_b96
789350	165	29	200	SC_b96
789381	36	28	200	SC_b96
789382	166	30	200	SC_b96
789519	37	37	126	SV_b96
789565	95	95	196	SV_b96
789577	100	96	196	SV_b96
789609	6	6	158	SV_b96
789626	102	98	200	SV_b96
789630	1	1	200	SV_b96
789705	2	2	190	SV_b96
789763	2	2	196	SV_b96
789912	19	19	200	SC_b97
790491	11	11	200	SC_b97
790816	6	6	200	SC_b97
790981	1	1	200	SC_b97
791091	1	1	200	SC_b97
791437	1	1	200	SC_b97
791440	24	20	200	SC_b97
791479	18	18	200	SC_b97
791540	199	1	200	SC_b97
791560	1	1	200	SC_b97
791568	15	15	200	SC_b97
791573	58	42	200	SC_b97
791619	1	1	200	SC_b97
791633	1	1	200	SC_b97
791639	35	27	200	SC_b97
791703	17	17	200	SC_b97
791710	5	5	200	SC_b97
791754	5	5	200	SC_b97
791936	5	5	200	SC_b97
791948	5	5	200	SC_b97
791966	195	5	200	SC_b97
791983	195	5	200	SC_b97
792072	56	42	200	SC_b97
792149	58	44	200	SC_b97
792266	5	5	200	SC_b97
792477	1	1	200	SC_b97
792717	200	0	200	SC_b97
792912	5	5	200	SC_b97
793042	200	0	200	SC_b97
793308	1	1	200	SC_b97
793396	1	1	200	SC_b97
793410	199	1	200	SC_b97
793452	1	1	200	SC_b97
793464	1	1	200	SC_b97
793496	1	1	200	SC_b97
793534	199	1	200	SC_b97
793546	1	1	200	SC_b97
793700	59	43	200	SC_b97
793711	38	30	200	SC_b97
793894	1	1	200	SC_b97
794041	2	2	200	SC_b97
794047	2	2	200	SC_b97
794090	17	17	200	SC_b97
794171	200	0	200	SC_b97
794262	3	3	200	SC_b97
794320	1	1	200	SC_b97
794577	171	23	200	SC_b97
794669	11	9	200	SC_b97
794688	188	10	200	SC_b97
794783	19	19	200	SC_b97
794824	200	0	200	SC_b97
795068	36	30	200	SC_b97
795078	6	6	200	SC_b97
795104	36	30	200	SC_b97
795135	164	30	200	SC_b97
795283	2	2	200	SC_b97
795345	2	2	200	SC_b97
795374	198	2	200	SC_b97
795430	8	8	200	SC_b97
795639	15	15	200	SC_b97
795880	21	19	200	SC_b97
795914	22	18	200	SC_b97
796264	2	2	200	SC_b97
796679	112	52	200	SC_b97
796782	3	3	200	SC_b97
797212	4	4	200	SC_b97
797285	142	44	200	SC_b97
797319	1	1	200	SC_b97
797406	3	3	200	SC_b97
797506	195	5	200	SC_b97
797798	5	5	200	SC_b97
797962	1	1	200	SC_b97
798170	5	5	200	SC_b97
798237	200	0	200	SC_b97
798308	5	5	200	SC_b97
798319	10	8	200	SC_b97
798378	26	20	200	SC_b97
798412	5	5	200	SC_b97
798482	1	1	200	SC_b97
798606	1	1	200	SC_b97
798698	6	6	200	SC_b97
798717	194	6	200	SC_b97
798802	5	5	200	SC_b97
798878	3	3	200	SC_b97
799008	197	3	200	SC_b97
799044	10	10	200	SC_b97
799101	199	1	200	SC_b97
799112	34	28	200	SC_b97
799114	199	1	200	SC_b97
799133	1	1	200	SC_b97
799194	200	0	200	SC_b97
799605	10	8	200	SC_b97
799755	1	1	200	SC_b97
799992	1	1	200	SC_b97
800038	2	2	200	SC_b97
800408	2	2	200	SC_b97
800679	2	2	200	SC_b97
800714	112	52	200	SC_b97
800958	185	15	200	SC_b97
800965	185	15	200	SC_b97
800966	184	14	200	SC_b97
801014	12	12	200	SC_b97
801063	15	15	200	SC_b97
801115	137	49	200	SC_b97
801260	3	3	200	SC_b97
801306	200	0	200	SC_b97
801311	200	0	200	SC_b97
801471	11	7	200	SC_b97
802548	9	7	200	SC_b97
802614	199	1	200	SC_b97
802675	199	1	200	SC_b97
802716	1	1	200	SC_b97
802745	199	1	200	SC_b97
802940	3	3	200	SC_b97
803027	2	2	200	SC_b97
803073	5	5	200	SC_b97
803089	5	5	200	SC_b97
803176	1	1	200	SC_b97
803396	8	8	200	SC_b97
803484	2	2	200	SC_b97
803493	192	6	200	SC_b97
803496	2	2	200	SC_b97
803516	2	2	200	SC_b97
803521	58	44	200	SC_b97
803660	1	1	200	SC_b97
803807	10	8	200	SC_b97
804054	12	12	200	SC_b97
804113	1	1	200	SC_b97
804412	13	13	200	SC_b97
804859	6	6	200	SC_b97
805016	58	44	200	SC_b97
805490	200	0	200	SC_b97
805501	200	0	200	SC_b97
805512	111	53	200	SC_b97
805608	3	3	200	SC_b97
805811	200	0	200	SC_b97
805869	3	3	200	SC_b97
805891	3	3	200	SC_b97
805929	197	3	200	SC_b97
805945	197	3	200	SC_b97
805956	197	3	200	SC_b97
806021	197	3	200	SC_b97
806048	197	3	200	SC_b97
806293	200	0	200	SC_b97
806297	200	0	200	SC_b97
806463	3	3	200	SC_b97
806644	2	2	200	SC_b97
806681	1	1	200	SC_b97
806737	1	1	200	SC_b97
806748	12	12	200	SC_b97
806768	12	12	200	SC_b97
806928	1	1	200	SC_b97
806940	9	7	200	SC_b97
807190	124	54	200	SC_b97
807359	124	54	200	SC_b97
807388	8	8	200	SC_b97
807498	4	4	200	SC_b97
807557	2	2	200	SC_b97
807748	36	30	200	SC_b97
807789	16	12	200	SC_b97
808177	110	52	200	SC_b97
808225	2	2	200	SC_b97
808268	199	1	200	SC_b97
808324	199	1	200	SC_b97
808376	1	1	200	SC_b97
808422	164	30	200	SC_b97
808573	15	15	200	SC_b97
808623	185	15	200	SC_b97
808676	185	13	200	SC_b97
808733	15	15	200	SC_b97
808784	1	1	200	SC_b97
808945	200	0	200	SC_b97
809118	112	52	200	SC_b97
809236	15	15	200	SC_b97
809291	2	2	200	SC_b97
809336	199	1	200	SC_b97
809389	199	1	200	SC_b97
809393	1	1	200	SC_b97
809405	1	1	200	SC_b97
809411	1	1	200	SC_b97
809523	13	13	200	SC_b97
809737	15	15	200	SC_b97
809781	5	5	200	SC_b97
810001	13	13	200	SC_b97
810045	166	28	200	SC_b97
810046	167	27	200	SC_b97
810047	34	26	200	SC_b97
810231	1	1	200	SC_b97
810304	16	14	200	SC_b97
810378	165	27	200	SC_b97
810386	2	2	200	SC_b97
810386	49	37	200	SC_b97
810789	2	2	200	SC_b97
810798	5	5	200	SC_b97
810808	5	5	200	SC_b97
